trial_id,acronym,sponsor,hospital
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario La Paz, Madrid"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Universitario 12 De Octubre, Madrid"
1035.0,GCT1042-01,Genmab,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
,SCope-D1,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
,CONTACT-01,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
1009.0,COSTAR Lung,GlaxoSmithKline,"Complexo Hospitalario Universitario A Coruña, A Coruña"
166.0,PROPEL,Nektar Therapeutics,"Hospital Universitario Clinico San Carlos, Madrid"
945.0,1948-CL-0101,Astellas,"Hospital Universitario Virgen Macarena, Sevilla"
786.0,GO42144,"Genentech, Inc.","Hospital Clinico Universitario De Valencia, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
19.0,SUMMIT,"Puma Biotechnology, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
971.0,TROPION-Lung02,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
665.0,M19-611,AbbVie,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
946.0,VENEZO-LUNG,Instituto Oncológico Dr Rosell,"Hospital Clinic De Barcelona, Barcelona"
219.0,20160323,Amgen,"Hospital Universitario 12 De Octubre, Madrid"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Universitario 12 De Octubre, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
292.0,EATON,University of Cologne,"Hospital Universitari Vall D'Hebron, Barcelona"
545.0,CTNO155B12101,Novartis Pharmaceuticals,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
,PACIFIC-4,AstraZeneca,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
1012.0,DS8201-A-U106,ASTRAZENECA,"Hospital General Universitario Gregorio Marañon, Madrid"
762.0,SGNB6A-001,Seagen Inc.,"Hospital Universitari Vall D'Hebron, Barcelona"
646.0,MK-3475-01A/KEYMAKER-U01A,Merck Sharp & Dohme Corp.,"Hospital Universitario Quironsalud Madrid, Pozuelo de Alarcón"
219.0,20160323,Amgen,"Hospital Clinic De Barcelona, Barcelona"
884.0,POD1UM-203,Incyte Corporation,"Hospital MD Anderson Cancer Center Madrid, Madrid"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitario 12 De Octubre, Madrid"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Universitario Virgen Macarena, Sevilla"
,AcceleRET-Lung,Hoffmann-La Roche,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
262.0,ALERT-lung,European Thoracic Oncology Platform,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Instituto Oncológico Rosell, Barcelona"
53.0,NAVIGATE,Bayer,"Hospital Del Mar, Barcelona"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario 12 De Octubre, Madrid"
896.0,NeoADAURA,ASTRAZENECA,"Hospital Universitario Regional De Malaga, Málaga"
59.0,PM1183-A-014-15,PharmaMar,"Hospital Universitario Virgen Del Rocio, Sevilla"
106.0,VISION,"EMD Serono Research & Development Institute, Inc.","Instituto Oncológico Rosell, Barcelona"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
172.0,XL184-021,Exelixis,"Clinica Universidad De Navarra, Pamplona/Iruña"
378.0,208471,GlaxoSmithKline,"Hospital Universitari Vall D'Hebron, Barcelona"
,CR108656,Janssen,"Hospital General Universitario Gregorio Marañon, Madrid"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","Hospital Universitario Clinico San Carlos, Madrid"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
166.0,PROPEL,Nektar Therapeutics,"Hospital Universitario Clinico San Carlos, Madrid"
59.0,PM1183-A-014-15,PharmaMar,"Hospital Universitario 12 De Octubre, Madrid"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
1049.0,BT8009-100,Bicycle Tx Limited,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
210.0,GO39733,"Genentech, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitario Ramon Y Cajal, Madrid"
,NP41300,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
,TROPION-LUNG01,AstraZeneca,"Hospital De La Santa Creu i Sant Pau, Barcelona"
92.0,GO30103,,"Clinica Universidad De Navarra, Pamplona/Iruña"
811.0,D9950C00001,ASTRAZENECA,"Clinica Universidad De Navarra, Madrid"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"Hospital Clinico Universitario De Valencia, València"
945.0,1948-CL-0101,Astellas,"Hospital Universitari Arnau De Vilanova De Lleida, Lleida"
886.0,ALKALINE,EORTC,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
154.0,TRIDENT-1,"Turning Point Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Clinic De Barcelona, Barcelona"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Instituto Oncológico Rosell, Barcelona"
166.0,PROPEL,Nektar Therapeutics,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
467.0,CC-90011-SCLC-001,Celgene,"Hospital Clinico Universitario De Valencia, València"
409.0,BEAT-meso,European Thoracic Oncology Platform,"Hospital Universitari Vall D'Hebron, Barcelona"
494.0,SAPPHIRE,Mirati Therapeutics Inc.,"Instituto Oncológico Rosell, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitari Son Espases, Palma"
,DUART,AstraZeneca,"Hospital De Sabadell - Parc Taulí, Sabadell"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
734.0,SKYSCRAPER-01,HOFFMANN-LA ROCHE,"Hospital General Universitario De Alicante, Alicante/Alacant"
172.0,XL184-021,Exelixis,"Hospital Universitari Vall D'Hebron, Barcelona"
348.0,IOV-COM-202,"Iovance Biotherapeutics, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital General Universitario Gregorio Marañon, Madrid"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Regional De Malaga, Málaga"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Clinico San Carlos, Madrid"
1029.0,CP-MGC018-01,MacroGenics,"Hospital Ruber Internacional, Madrid"
1813.0,RBN-2397-19-001,"Ribon Therapeutics, Inc.","Hospital Clinico Universitario De Valencia, València"
497.0,PHAROS,Pfizer,"Hospital Universitario 12 De Octubre, Madrid"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Clinico Universitario De Valencia, València"
20.0,CA224-020,Bristol-Myers Squibb,"Hospital Universitari Vall D'Hebron, Barcelona"
896.0,NeoADAURA,ASTRAZENECA,"Hospital Universitario Clinico San Carlos, Madrid"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Complexo Hospitalario Universitario De Lugo, Lugo"
304.0,M14-239,AbbVie,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
1508.0,D9570C00001,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Del Mar, Barcelona"
125.0,CLXH254X2102,Novartis Pharmaceuticals,"Hospital Clinico Universitario De Valencia, València"
172.0,XL184-021,Exelixis,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
198.0,,"Daiichi Sankyo, Inc.","Hospital Universitario 12 De Octubre, Madrid"
,NP40435,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
686.0,CUBIK,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Y Politecnico La Fe, València"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Clinico Universitario De Valencia, València"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
172.0,XL184-021,Exelixis,"Hospital Del Mar, Barcelona"
520.0,CHESS,ASTRAZENECA,"Hospital Universitario Y Politecnico La Fe, València"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
,SAVANNAH,AstraZeneca,"Hospital Universitario Donostia, Donostia-San Sebastián"
1865.0,ACT16849,Sanofi,"Hospital De Sabadell - Parc Taulí, Sabadell"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital Universitario Virgen Macarena, Sevilla"
162.0,CTNO155X2101,Novartis Pharmaceuticals,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Consorcio Hospital General Universitario De Valencia, València"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario Ramon Y Cajal, Madrid"
,NP40435,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1010.0,RELATIVITY,Bristol-Myers Squibb,"Hospital Universitario Regional De Malaga, Málaga"
1025.0,HUDSON,ASTRAZENECA,"Hospital Clinic De Barcelona, Barcelona"
,TROPION-Lung05,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
,STARTRK-2,Hoffmann-La Roche,"Hospital Carlos III, Madrid"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Clinic De Barcelona, Barcelona"
690.0,SC103,SOTIO a.s.,"Hospital Universitari Vall D'Hebron, Barcelona"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Clinica Universidad De Navarra, Madrid"
,TROPION-LUNG01,AstraZeneca,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario La Paz, Madrid"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
892.0,PERLA,GlaxoSmithKline,"Complexo Hospitalario Universitario De Lugo, Lugo"
,TROPION-Lung05,AstraZeneca,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
,ALINA,Hoffmann-La Roche,"Hospital Universitario Clinico San Carlos, Madrid"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario Virgen Del Rocio, Sevilla"
881.0,HALT,"Institute of Cancer Research, United Kingdom","Hospital Clinic De Barcelona, Barcelona"
739.0,CodeBreak-200,Amgen,"Hospital Clinico Universitario De Valencia, València"
1514.0,MK-3475-A86,Merck Sharp & Dohme Corp.,"Complexo Hospitalario Universitario De Lugo, Lugo"
,NP41300,Hoffmann-La Roche,"Clinica Universidad De Navarra, Madrid"
272.0,1336-0011,Boehringer Ingelheim,"Hospital Clinico Universitario De Valencia, València"
,CONTACT-01,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
293.0,MK-3475-495/KEYNOTE-495,Merck Sharp & Dohme Corp.,"Hospital Universitario Ramon Y Cajal, Madrid"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
824.0,PAPILLON,JANSSEN,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
,CONTACT-01,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
306.0,CTMX-M-2029-001,CytomX Therapeutics,"Hospital Clinic De Barcelona, Barcelona"
553.0,Chemoprotection,"Aileron Therapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
989.0,CA001-050,Bristol-Myers Squibb,"Hospital Universitario Regional De Malaga, Málaga"
1016.0,KEYMAKER-U01,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
269.0,C2321001,Pfizer,"Hospital Universitari Vall D'Hebron, Barcelona"
139.0,ARROW,HOFFMANN-LA ROCHE,"Hospital Universitario Ramon Y Cajal, Madrid"
166.0,PROPEL,Nektar Therapeutics,"Hospital Universitario Hm Sanchinarro, Madrid"
,TROPION-Lung05,AstraZeneca,"Hospital General Universitario De Alicante, Alicante/Alacant"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario Virgen Del Rocio, Sevilla"
569.0,ADP-0055-001,Adaptimmune,"Hospital Clinico Universitario De Valencia, València"
820.0,CARMEN-LC05,Sanofi,"Hospital Quironsalud Valencia, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
1508.0,D9570C00001,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
,COMPEL,AstraZeneca,"Hospital Universitario Virgen Del Rocio, Sevilla"
1035.0,GCT1042-01,Genmab,"Hospital Universitario Hm Sanchinarro, Madrid"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Lluis Alcanyis De Xativa, Xàtiva"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Universitario Virgen Del Rocio, Sevilla"
,SAVANNAH,AstraZeneca,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
1536.0,BIMES,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
953.0,1801,Actuate Therapeutics Inc.,"Hospital Clinico Universitario De Valencia, València"
996.0,TAZMAN,ASTRAZENECA,"Hospital General Universitario Gregorio Marañon, Madrid"
754.0,CC-90011-ST-002,Celgene,"Consorcio Hospital General Universitario De Valencia, València"
801.0,MARIPOSA,JANSSEN,"Instituto Oncológico Rosell, Barcelona"
,B-FAST,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Universitario Central De Asturias, Oviedo"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
,CONTACT-01,Hoffmann-La Roche,"Hospital Universitario Y Politecnico La Fe, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario De Canarias, San Cristóbal de La Laguna"
20.0,CA224-020,Bristol-Myers Squibb,"Hospital Universitari Vall D'Hebron, Barcelona"
569.0,ADP-0055-001,Adaptimmune,"Hospital Universitario Virgen Del Rocio, Sevilla"
,MAGELLAN,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
19.0,SUMMIT,"Puma Biotechnology, Inc.","Hospital Universitario Quironsalud Madrid, Pozuelo de Alarcón"
1574.0,GCT1046-04,Genmab,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Basurto, Bilbao"
,AEGEAN,AstraZeneca,"Hospital Clinic De Barcelona, Barcelona"
863.0,PYRAMID-1,Jiangsu HengRui,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
437.0,AEGEAN,ASTRAZENECA,"Clinica Universidad De Navarra, Madrid"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
,PACIFIC-4,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
754.0,CC-90011-ST-002,Celgene,"Hospital Universitario Y Politecnico La Fe, València"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
169.0,BGB-290-103,BeiGene,"Hospital Universitario Ramon Y Cajal, Madrid"
98.0,AMBER,"Tesaro, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
172.0,XL184-021,Exelixis,"Hospital Universitari Vall D'Hebron, Barcelona"
263.0,Canopy-A,Novartis Pharmaceuticals,"Hospital Universitario De Canarias, San Cristóbal de La Laguna"
1108.0,TOTEM,Instituto Oncológico Dr Rosell,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital De La Santa Creu i Sant Pau, Barcelona"
,AcceleRET-Lung,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
1008.0,GO42501,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
345.0,TACTI-002,Immutep S.A.S.,"Hospital Universitari Vall D'Hebron, Barcelona"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario La Paz, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario Ramon Y Cajal, Madrid"
470.0,ARRAY-818-103,Pfizer,"Hospital Del Mar, Barcelona"
,D9950C00001,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
,IMbrella A,Hoffmann-La Roche,"Hospital Lluis Alcanyis De Xativa, Xàtiva"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Universitario De La Princesa, Madrid"
,SAVANNAH,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
76.0,GARNET,"Tesaro, Inc.","Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
765.0,CARMEN-LC04,Sanofi,"Consorcio Hospital General Universitario De Valencia, València"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Complexo Hospitalario Universitario A Coruña, A Coruña"
,MARIPOSA-2,Janssen,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
174.0,SPARTA,Apollomics Inc.,"Hospital Universitario 12 De Octubre, Madrid"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitari Vall D'Hebron, Barcelona"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1574.0,GCT1046-04,Genmab,"Clinica Universidad De Navarra, Madrid"
556.0,CheckMate73L,Bristol-Myers Squibb,"Clinica Universidad De Navarra, Pamplona/Iruña"
53.0,NAVIGATE,Bayer,"Hospital Universitario Marques De Valdecilla, Santander"
628.0,NP41300,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
793.0,CONTACT-01,HOFFMANN-LA ROCHE,"Hospital Universitario Y Politecnico La Fe, València"
170.0,LIBRETTO-001,"Loxo Oncology, Inc.","Hospital Universitario Fundacion Jimenez Diaz, Madrid"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Universitario Y Politecnico La Fe, València"
740.0,BP41628,HOFFMANN-LA ROCHE,"Hospital Del Mar, Barcelona"
460.0,TELMA,Grupo Español de Cáncer de Pulmón,"Hospital De La Santa Creu i Sant Pau, Barcelona"
553.0,Chemoprotection,"Aileron Therapeutics, Inc.","Hospital Universitario Clinico San Carlos, Madrid"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Universitario De Jaen, Jaén"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
345.0,TACTI-002,Immutep S.A.S.,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
861.0,GeoMETry-III,Novartis Pharmaceuticals,"Hospital Universitario Central De Asturias, Oviedo"
1865.0,ACT16849,Sanofi,"Hospital Universitario Ramon Y Cajal, Madrid"
,NP41300,Hoffmann-La Roche,"Clinica Universidad De Navarra, Madrid"
,TROPION-LUNG01,AstraZeneca,"Hospital Universitario Virgen De Valme, Sevilla"
100.0,CBLZ945X2101,Novartis Pharmaceuticals,"Hospital Universitari Vall D'Hebron, Barcelona"
1111.0,MK-3475-021/KEYNOTE-021,Merck Sharp & Dohme Corp.,"Hospital Universitari Vall D'Hebron, Barcelona"
92.0,GO30103,,"Hospital Del Mar, Barcelona"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario Regional De Malaga, Málaga"
1830.0,EZH-108,"Epizyme, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
1865.0,ACT16849,Sanofi,"Hospital Universitari Vall D'Hebron, Barcelona"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
892.0,PERLA,GlaxoSmithKline,"Hospital Universitario Regional De Malaga, Málaga"
1436.0,SGNSTNV-001,Seagen Inc.,"Hospital Universitari Vall D'Hebron, Barcelona"
179.0,TCD14678,Sanofi,"Hospital Del Mar, Barcelona"
824.0,PAPILLON,JANSSEN,"Hospital De La Santa Creu i Sant Pau, Barcelona"
824.0,PAPILLON,JANSSEN,"Hospital General Universitario Gregorio Marañon, Madrid"
1865.0,ACT16849,Sanofi,"Hospital Universitario Ramon Y Cajal, Madrid"
,AEGEAN,AstraZeneca,"Hospital Universitario Central De Asturias, Oviedo"
172.0,XL184-021,Exelixis,"Clinica Universidad De Navarra, Pamplona/Iruña"
263.0,Canopy-A,Novartis Pharmaceuticals,"Hospital Universitario De La Princesa, Madrid"
996.0,TAZMAN,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
345.0,TACTI-002,Immutep S.A.S.,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
,PACIFIC-4,AstraZeneca,"Hospital General Universitario Gregorio Marañon, Madrid"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
,SKYSCRAPER-03,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
210.0,GO39733,"Genentech, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
686.0,CUBIK,Grupo Español de Cáncer de Pulmón,"Consorcio Hospital General Universitario De Valencia, València"
446.0,MAGELLAN,ASTRAZENECA,"Hospital Del Mar, Barcelona"
79.0,INDUCE-1,GlaxoSmithKline,"Hospital Universitari Vall D'Hebron, Barcelona"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Clinico Universitario De Valencia, València"
1361.0,XMT-1536-1,Mersana Therapeutics,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
,MARIPOSA-2,Janssen,"Hospital Universitario Virgen Del Rocio, Sevilla"
348.0,IOV-COM-202,"Iovance Biotherapeutics, Inc.","Hospital Universitario Fundacion Jimenez Diaz, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
945.0,1948-CL-0101,Astellas,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
,MARIPOSA,Janssen,"Hospital Universitario De Burgos - Complejo Asistencial Univer. De Burgos, Burgos"
172.0,XL184-021,Exelixis,"Hospital Universitario Clinico San Carlos, Madrid"
92.0,GO30103,,"Clinica Universidad De Navarra, Pamplona/Iruña"
690.0,SC103,SOTIO a.s.,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Del Mar, Barcelona"
,IMbrella A,Hoffmann-La Roche,"Hospital Clinico Universitario De Valencia, València"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
824.0,PAPILLON,JANSSEN,"Hospital Universitario La Paz, Madrid"
263.0,Canopy-A,Novartis Pharmaceuticals,"Hospital General Universitario Gregorio Marañon, Madrid"
530.0,"MK-7339-006, KEYLYNK-006",Merck Sharp & Dohme Corp.,"Hospital Clinico Universitario De Valencia, València"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital General De Ciudad Real, Ciudad Real"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen Del Rocio, Sevilla"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Basurto, Bilbao"
1799.0,IGNYTE,Replimune Inc.,"Clinica Universidad De Navarra, Pamplona/Iruña"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Consorcio Hospital General Universitario De Valencia, València"
76.0,GARNET,"Tesaro, Inc.","Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
786.0,GO42144,"Genentech, Inc.","Hospital Universitario 12 De Octubre, Madrid"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Clinic De Barcelona, Barcelona"
847.0,SKYSCRAPER-06,HOFFMANN-LA ROCHE,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
174.0,SPARTA,Apollomics Inc.,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Costa Del Sol, Marbella"
392.0,BP40657,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Pamplona/Iruña"
739.0,CodeBreak-200,Amgen,"Complexo Hospitalario Universitario A Coruña, A Coruña"
628.0,NP41300,HOFFMANN-LA ROCHE,"Hospital Del Mar, Barcelona"
628.0,NP41300,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
1015.0,DDRiver SCLC 250,"EMD Serono Research & Development Institute, Inc.","Hospital Universitario Virgen Macarena, Sevilla"
353.0,rHuPH20,Bristol-Myers Squibb,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitari Vall D'Hebron, Barcelona"
,B-FAST,Hoffmann-La Roche,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
,MARIPOSA-2,Janssen,"Clinica Universidad De Navarra, Pamplona/Iruña"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitari De Sant Joan De Reus, Reus"
971.0,TROPION-Lung02,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
